name,price,authors,url,image_url,annotation,pages,year,publisher,isbn,category
Цифровая фотография на практике,171,['Ревич Юрий Всеволодович'],https://bhv.ru/product/tsifrovaya-fotografiya-na-praktike/,https://bhv.ru/wp-content/uploads/2019/12/1008_5-94157-841-5.jpg,"Книга как для тех, кто впервые берет в руки фотокамеру, так и для тех, кто учился фотографировать на пленочных камерах и имеет представление о технологии получения снимков традиционным способом. Приводятся рекомендации по выбору цифровых фотокамер разных ценовых диапазонов и карт памяти к ним, нестандартные приемы получения снимков, даются основы компьютерной подготовки фотографий для различных целей печати в лаборатории, на принтерах, показа на экране. Проводятся параллели между химическим и цифровым процессами создания фотографий. Автор старается научить пользоваться камерой поэтапно, показав, как можно получать отличные снимки с использованием лишь необходимого минимума функций камеры и затем при желании постепенно наращивать свои знания и умения.",368,2006-01-01,БХВ,5-94157-841-5,"['Компьютеры и программы', 'Графика, фото, видео, звук']"
Уроки MySQL. Самоучитель,143,['Мотев Анатолий Анатольевич'],https://bhv.ru/product/uroki-mysql-samouchitel/,https://bhv.ru/wp-content/uploads/2019/12/816_5-94157-658-7.jpg,"Книга посвящена использованию СУБД MySQL для разработки интернет проектов. В виде уроков рассмотрены все необходимые этапы работы с базами данных: от проектирования структуры до реализации приложений на языке PHP, позволяющих манипулировать данными. Изложенный материал сопровождается многочисленными примерами, комментариями и уп-ражнениями. Показано, как создать гостевую книгу, форум, регистрацию пользователей, интернет магазин и другие сложные элементы web сайта. 
К книге прилагается компактдиск, который содержит учебную базу данных и скрипты, описанные в книге, а также дистрибутивы MySQL и другие программы, распространяемые по лицензии GNU/GPL",208,2006-01-01,БХВ,5-94157-658-7,"['Компьютеры и программы', 'Базы данных', 'MySQL']"
DirectX и Delphi. Искусство программирования,161,['Фленов Михаил Евгеньевич'],https://bhv.ru/product/directx-i-delphi-iskusstvo-programmirovaniya/,https://bhv.ru/wp-content/uploads/2019/12/1041_5-94157-870-9.jpg,"Рассмотрено использование популярной библиотеки DirectX при программировании графических эффектов в Delphi. Подробно описано приме-нение основных методов и интерфейсов DirectX. Большое внимание уделено технологии использования вершинных и пиксельных шейдеров для создания реалистичных изображений. Показано, как эффективно программировать огонь, электрические разряды, зеркала и другие визуальные эффекты, используемые при разработке демонстрационных роликов (Demoscene). Компакт диск, прилагаемый к книге, содержит листинги примеров из книги и дополнительную информацию по DirectX",384,2006-01-01,БХВ,5-94157-870-9,"['Компьютеры и программы', 'Программирование, языки, библиотеки', 'Delphi']"
Самоучитель системного администратора,212,['Нет автора'],https://bhv.ru/product/samouchitel-sistemnogo-administratora/,https://bhv.ru/wp-content/uploads/2019/12/1045_5-94157-875-X.jpg,"Подробно описаны технологии, используемые при построении информационных систем небольших и средних предприятий, начиная от требований стандартов создания структурированных кабельных сетей до оценки безопасности данных. Особое внимание уделено основам технологий, что позволяет применить данный материал при работе в любых операционных системах. Изложены основные задачи системного администрирования, способы построения и обслуживания как одноранговых сетей (домашних и на малых предприятиях), так и сетей с централизованным управлением. Рассмотрены вопросы управления с помощью групповых политик, организации почтового обслужи-вания, взаимодействия с Интернетом, основы создания безопасной информационной системы, настройки и определения неисправностей, шифрования сообщений, создания электронных подписей и использования средств управления компьютерными системами. Книга написана на основе многолетнего опыта администрирования компьютерных сетей.",464,2006-01-01,БХВ,5-94157-875-X,['Компьютеры и программы']
CorelDRAW X3,295,['Бурлаков Михаил Викторович'],https://bhv.ru/product/coreldraw-x3/,https://bhv.ru/wp-content/uploads/2020/01/923_5-94157-758-3.jpg,"Рассматриваются новые возможности программы CorelDRAW X3, такие как обрезка содержимого документа, ""умная"" заливка, создание фасок в векторных контурах, трассировки растровых изображений, формирование серии копий объекта, а также новые докеры, диалоговые окна и команды. Описаны основные приемы и методы работы с графическими документами, настройка параметров страницы и макета документа, методы масштабирования, режимы просмотра и отображения документа, выделение и преобразование объектов, создание, редактирование и форматирование обычного и художественного текста, операции заливки и обводки, эффекты векторной и растровой графики, цветовые модели, работа с трехмерной векторной графикой, все аспекты создания электронных документов и многое другое",768,2006-01-01,БХВ,5-94157-758-3,"['Компьютеры и программы', 'Графика, фото, видео, звук', 'CorelDRAW']"
Секреты эксплуатации жестких дисков ПК,174,['Смирнов Юрий Константинович'],https://bhv.ru/product/sekrety-ekspluatatsii-zhestkih-diskov-pk/,https://bhv.ru/wp-content/uploads/2019/12/1025_5-94157-418-5.jpg,"Рассматриваются вопросы обеспечения безаварийной работы винчестера обычного домашнего ПК, в том числе меры, обеспечивающие возможность восстановления записанной на диске информации, если авария все же произошла. Описаны все необходимые операции: выбор и установка жестких дисков в ком-пьютере, установка операционных систем, оценка технического состояния и тестирование дисков, резервирование информации, а также ее восстановление после аварии за минимальное время, участие пользователя в процессе гарантийного ремонта в соответствии с законом ""О защите прав потребителя"", восстановление работоспособности в послегарантийный период. Все рекомендации проверены экспериментально, изложение подкреплено наглядными примерами.",384,2006-01-01,БХВ,5-94157-418-5,"['Компьютеры и программы', 'Аппаратные средства']"
Mathcad 13 на примерах,207,['Васильев Алексей Николаевич'],https://bhv.ru/product/mathcad-13-na-primerah/,https://bhv.ru/wp-content/uploads/2019/12/1051_5-94157-880-6.jpg,"На конкретных примерах показаны возможности популярного математического пакета Mathcad 13. Базовые примеры подобраны с таким расчетом, чтобы они охватывали все основные направления в рамках классического университетского курса высшей математики, в том числе вычисление всевозможных производных, расчет двойных, тройных и криволинейных интегралов первого и второго рода, разложение функций в ряды, интегральные преобразования, решение дифференциальных уравнений, систем и многое другое. Рассматриваются и более сложные примеры, как из области высшей математики, так и комплексные физические 
задачи, подразумевающие привлечение всего арсенала утилит Mathcad. Описан графический интерфейс, методы работы с изображениями, создание анимации, построение пространственных кривых, поверхностей и диаграмм, методы программирования в среде Mathcad.
Прилагаемый компактдиск содержит более 150 готовых к использованию примеров из книги.",528,2006-01-01,БХВ,5-94157-880-6,"['Компьютеры и программы', 'Компьютерное моделирование, искусственный интеллект']"
3ds Max 8: от моделирования до анимации,207,['Кулагин Борис Юрьевич'],https://bhv.ru/product/3ds-max-8-ot-modelirovaniya-do-animatsii/,https://bhv.ru/wp-content/uploads/2019/12/866_5-94157-706-0.jpg,"Рассматриваются все этапы создания конечного продукта (картинки или ролика) с помощью пакета 3ds Max 8 от подготовки сценария и моделирования до анимации и визуализации. На примере моделирования натюрморта с розой и анимации полета Пегаса показано, как производить настройку материалов и освещения, выполнять скиннинг и рендеринг, использовать спецэффекты, приводить в движение объекты и многое другое.  На диске содержится часть видеокурса, посвященная динамике твердых тел с использованием системы reactor.",432,2006-01-01,БХВ,5-94157-706-0,"['Компьютеры и программы', 'Графика, фото, видео, звук', '3ds Max, трехмерная графика']"
Borland C++ Builder. Экспресс-курс (+Видеокурс на CD),135,['Вальпа Олег Дмитриевич'],https://bhv.ru/product/borland-c-builder-ekspress-kurs-videokurs-na-cd/,https://bhv.ru/wp-content/uploads/2019/12/1027_5-94157-855-5.jpg,"Рассмотрены основы разработки приложений с использованием среды Borland C++ Builder, начиная с установки пакета и заканчивая отладкой приложений. Приведено большое количество практических примеров, позволяющих быстро научиться создавать собственные программы различного уровня сложности. Материал излагается просто и лаконично. Прилагаемый к книге компакт-диск содержит программы и проекты, описанные в книге, а также учебные видеоролики.",224,2006-01-01,БХВ,5-94157-855-5,"['Компьютеры и программы', 'Программирование, языки, библиотеки', 'C++ Builder']"
DirectX и C++. Искусство программирования,349,['Фленов Михаил Евгеньевич'],https://bhv.ru/product/directx-i-c-iskusstvo-programmirovaniya/,https://bhv.ru/wp-content/uploads/2019/12/993_5-94157-831-8.jpg,"Рассмотрено программирование графических эффектов на языке С++ с использованием популярной библиотеки DirectX. На занимательных практических примерах показано, как создавать различные визуальные эффекты (реалистичный огонь, электрические разряды, зеркала и др.), используемые при разработке демонстрационных роликов (Demoscene). Пошагово описано применение основных методов и интерфейсов DirectX. Показано, как написать оптимальный и эффективный программный код. Большое внимание уделено технологии использования вершинных и пиксельных шейдеров для создания реалистичных изображений. Компактдиск, прилагаемый к книге, содержит листинги примеров из книги и дополнительную информацию по DirectX.",384,2006-01-01,БХВ,5-94157-831-8,['Компьютеры и программы']
JavaScript на примерах,103,['Климов Александр Петрович'],https://bhv.ru/product/javascript-na-primerah/,https://bhv.ru/wp-content/uploads/2019/12/1019_5-94157-852-0.jpg,"На примерах рассмотрены способы создания сценариев на языке JavaScript. Представлены нестандартные приемы работы с объектами и изображениями, датами и системными настройками, методы создания спецэффектов и др. Уделено внимание разработке шуточных программ и игр. Приведены практические советы по работе с JavaScript. Все примеры написаны с учетом особенностей двух популярных браузеров Internet Explorer и Mozilla Firefox.",256,2006-01-01,БХВ,5-94157-852-0,"['Компьютеры и программы', 'Разработка веб-приложений', 'Языки и технологии программирования', 'Java/JavaScript']"
Web-конструирование. Элективный курс,349,['Дуванов Александр Александрович'],https://bhv.ru/product/web-konstruirovanie-elektivnyj-kurs/,https://bhv.ru/wp-content/uploads/2019/12/1040_5-94157-869-5.jpg,"Основные темы элективного курса ""Web-конструирование"" проектирование структуры, дизайн и потребительские свойства сайта. Описывается Web-пространство и средства навигации, рассматривается создание одностраничных и многостраничных документов, изучается работа с таблицами стилей (CSS). Большое внимание уделяется графике: графическим форматам, конструированию цвета, оптимизации графики. Анализируются типичные ошибки сайтостроителя, излагается методика оценки сайта. Приводятся методические разработки для организации учебного процесса.
К учебнику прилагается диск, на котором записаны учебные материалы и интерактивные электронные учебники автора",432,2006-01-01,БХВ,5-94157-869-5,"['Компьютеры и программы', 'Разработка веб-приложений', 'Веб-дизайн']"
Основы программирования в Delphi 2006 для Microsoft .NET Framework,150,['Культин Никита Борисович'],https://bhv.ru/product/osnovy-programmirovaniya-v-delphi-2006-dlya-microsoft-net-framework/,https://bhv.ru/wp-content/uploads/2019/12/900_5-94157-740-0.jpg,"Рассмотрен процесс создания программ в среде Delphi 2006 для Microsoft .NET Framework от разработки диалогового окна и процедур обработки событий до создания справочной системы. В доступной форме изложены принципы визуального проектирования и событийного программирования. На конкретных примерах показаны методика разработки, возможности среды разработки, назначение базовых компонентов. Значительная часть книги посвящена практическим вопросам программирования графики и разработке программ для работы с базами данных. Уделено внимание созданию интернетприложений на основе ASP.NET. Прилагаемый к книге компактдиск содержит примеры рассмотренных проектов",464,2006-01-01,БХВ,5-94157-740-0,"['Компьютеры и программы', 'Программирование, языки, библиотеки', 'Delphi']"
Microsoft Word: комфортная работа с помощью макросов,247,"['Клименко Борис Иванович', 'Розенберг Марк Моисеевич']",https://bhv.ru/product/microsoft-word-komfortnaya-rabota-s-pomoshhyu-makrosov/,https://bhv.ru/wp-content/uploads/2019/12/937_5-94157-775-3.jpg,"Самоучитель предназначен для всех, кто использует Microsoft Word в работе и желает существенно повысить эффективность своего труда с помощьюмакросов. Рассказывается об автоматическом режиме записи макросов, описываются разнообразные приемы настройки рабочей среды, облегчающиевыполнение стандартных повседневных задач. Объясняется, как понимать тексты программ, созданных при записи макросов в автоматическом режиме, и вносить в эти программы небольшие изменения, значительно повышающиеэффективность их применения. Излагаются основы программирования на языке VBA, что позволит читателям самостоятельно создавать простые и эффективные макросы.
Обучение построено на простых и наглядных примерах,которые сразу же можно применить на практике.",496,2006-01-01,БХВ,5-94157-775-3,"['Компьютеры и программы', 'Офисные приложения', 'Microsoft Word']"
Фотообман в Photoshop. Полноцветное издание,414,['Мачник Э.'],https://bhv.ru/product/fotoobman-v-photoshop-polnotsvetnoe-izdanie/,https://bhv.ru/wp-content/uploads/2019/12/835_5-94157-667-6.jpg,"Книга содержит множество забавных и удивительных изображений, сопровождаемых подробными рассказами о методах, используемых при создании этих и подобных фотоприколов. Обучающий материал предполагает базовое владение функциями пакета Photoshop, однако все этапы описаны настолько детально, что разобраться в них не составит труда даже начинающим пользователям.
Книга представляет интерес для фотолюбителей и профессионалов, работающих с цифровыми изображениями, а также доставит удовольствие любому читателю при просмотре коллекции креативных фотографий.",272,2006-01-01,БХВ,5-94157-667-6,"['Компьютеры и программы', 'Графика, фото, видео, звук', 'Adobe Photoshop']"
Turbo Pascal. Решение сложных задач,103,['Потопахин Виталий Валерьевич'],https://bhv.ru/product/turbo-pascal-reshenie-slozhnyh-zadach/,https://bhv.ru/wp-content/uploads/2019/12/957_5-94157-793-1.jpg,"Книга призвана помочь в овладении искусством программирования тем, кто уже освоил основы составления программ на языке Turbo Pascal. Материал излагается на примере решения 20 практических задач с достаточно сложной логикой по различным темам: комбинаторика, моделирование физических процессов, рекурсивные и нерекурсивные решения. Для каждой задачи анализируются возможный путь к решению, возникающие при этом проблемы, логические ошибки и технические детали. Для большинства  задач приведено несколько вариантов решения, для каждого из которых показаны преимущества и недостатки. В процессе анализа выведены некоторые общие правила и принципы программирования.",208,2006-01-01,БХВ,5-94157-793-1,"['Компьютеры и программы', 'Программирование, языки, библиотеки', 'Turbo Pascal']"
Разработка и отладка шейдеров,295,['Боресков Алексей Викторович'],https://bhv.ru/product/razrabotka-i-otladka-shejderov/,https://bhv.ru/wp-content/uploads/2019/12/872_5-94157-712-5.jpg,"Практическое пособие по разработке кросс-платформенных шейдеров на языке OpenGL Shader Language (GLSL) в среде RenderMonkey для использования в операционных системах Windows и Linux с различными версиями библиотеки OpenGL. Рассматривается написание и отладка вершинных и фрагментных шейдеров, использование шумовой функции в модели-ровании и основных моделей освещения, моделирование преломления и дифракции, обработка изображений 
на GLSL, работа с полигональными моделями, практическое применение GLSL 
в программах на С++ и работа с библиотеками libCamera, libTexture и libTexture3D",496,2006-01-01,БХВ,5-94157-712-5,['Компьютеры и программы']
Системное программирование в Windows,349,['Побегайло Александр Павлович'],https://bhv.ru/product/sistemnoe-programmirovanie-v-windows/,https://bhv.ru/wp-content/uploads/2019/12/956_5-94157-792-3.jpg,"Подробно рассматриваются вопросы системного программирования с использованием интерфейса Win32 API. Описываются управление потоками и процессами, включая их диспетчеризацию; синхронизация потоков; передача данных между процессами, с использованием анонимных и именованных каналов, а также почтовых ящиков; структурная обработка исключений; управление виртуальной памятью; управление файлами и каталогами; асинхронная обработка данных; создание динамически подключаемых библиотек; разработка сервисов. Отдельная часть книги посвящена управлению безопасностью объектов в Windows. Каждая тема снабжена практическими примерами использования функций Win32 API, которые представлены работающими листингами. Это позволяет использовать книгу в качестве пособия по системному программированию или справочника для системного программиста. Прилагаемый компактдиск содержит листинги и проекты всех программ, рассмотренных в книге.",1056,2006-01-01,БХВ,5-94157-792-3,"['Компьютеры и программы', 'Операционные системы', 'Windows']"
Mathcad 13,247,['Кирьянов Дмитрий Викторович'],https://bhv.ru/product/mathcad-13/,https://bhv.ru/wp-content/uploads/2019/12/1017_5-94157-850-4.jpg,"Книга посвящена методике решения задач высшей математики при помощи компьютерной программы Mathcad. Приводятся примеры расчета типовых задач ли-нейной алгебры, математического анализа, теории дифференциальных уравнений, статистики и обработки данных. Объясняется работа численных алгоритмов, зало-женных во встроенных функциях и операторах системы Mathcad. Предлагаются не-очевидные приемы решения актуальных задач современной вычислительной науки. Описывается интерфейс Mathcad и его основные составные части, предоставляется необходимая справочная информация. Рассматриваются все новые возможности и отличительные черты Mathcad версии 13. Прилагаемый компакт-диск содержит лис-тинги примеров в формате электронной книги Mathcad, а также учебник по вычис-лительной математике (его полную HTML-версию и демо-версию мультимедийного обучающего курса).",608,2006-01-01,БХВ,5-94157-850-4,"['Компьютеры и программы', 'Компьютерное моделирование, искусственный интеллект']"
Настройка приложений баз данных,159,"['Домбровская Генриэтта Ромуальдовна', 'Новиков Борис Асенович']",https://bhv.ru/product/nastrojka-prilozhenij-baz-dannyh/,https://bhv.ru/wp-content/uploads/2019/12/1007_5-94157-840-7.jpg,"Описываются методы настройки баз данных и приложений, применяемые при создании высокоэффективных систем. Показывается, как решения, принимаемые на различных эта-пах создания системы, начиная с определения требований и выбора архитектуры, влияют на итоговый продукт. Детально обсуждаются методы и приемы, обеспечивающие получе-ние высокой эффективности приложения и базы данных, разработки запросов, а также дей-ствия по настройке базы данных во время эксплуатации системы.",210,2006-01-01,БХВ,5-94157-840-7,"['Компьютеры и программы', 'Базы данных']"
1С:Зарплата 7.7. Практическое пособие рядового бухгалтера малого предприятия,119,"['Герасимова Любовь Григорьевна', 'Смоляк Римма Владимировна']",https://bhv.ru/product/1s-zarplata-7-7-prakticheskoe-posobie-ryadovogo-buhgaltera-malogo-predpriyatiya/,https://bhv.ru/wp-content/uploads/2019/12/933_5-94157-768-0.jpg,"Книга предназначена для быстрого получения навыков практической работы в системе 1С:Предприятие (конфигурация 1С:Зарплата и Кадры 7.7 ПРОФ) и ориентирована, прежде всего, на рядовых пользователей. Изложены общие принципы работы с любой конфигурацией системы 1С:Предприятие. Рассмотрены правила заполнения документов и справочников, необходимых для регулярного учета кадров и расчета зарплаты. Поясняется логика теоретических основ, на которых построен программный комплекс. Даны основные принципы конфигурирования. Работа в системе поясняется на примерах и иллюстрируется необходимыми рисунками. В приложении приведена краткая сводка режимов запуска системы и команд главного меню, а также справочная информация в виде таблиц.",320,2006-01-01,БХВ,5-94157-768-0,"['Компьютеры и программы', 'Бухгалтерские и правовые программы', '1С']"
Без ОПАСНОСТИ в Windows XP,162,['Олифер Константин Вячеславович'],https://bhv.ru/product/bez-opasnosti-v-windows-xp/,https://bhv.ru/wp-content/uploads/2019/12/985_5-94157-820-2.jpg,"Просто, последовательно и доходчиво изложено, каким образом настроить операционную систему Windows XP, чтобы свести к минимуму риск  заражения троянами и вирусами, повысить надежность работы компьютера, не допустить потери информации или ее утечки. Приведены приемы, позволяющие восстановить целостность системы, если заражение все же произошло. Описаны составляющие системы безопасности Windows XP: права доступа, файловая система, сетевая защита, реестр, политики безопасности, аудит событий и восстановление системы. Материал подкреплен практическими советами и рекомендациями, что позволяет получить целостное представление о работе Windows XP и успешно обеспечивать ее защиту от вредоносных программ и взломщиков как дома, так и на работе. Для удобства читателей включена глава ""Быстрый старт"", которая поможет сразу же повысить уровень безопасности системы при дефиците времени на изучение всего материала.",480,2006-01-01,БХВ,5-94157-820-2,"['Компьютеры и программы', 'Операционные системы', 'Windows']"
Самоучитель Macromedia Flash Professional 8,287,"['Альберт Дмитрий Июлевич', 'Альберт Елена Эдуардовна']",https://bhv.ru/product/samouchitel-macromedia-flash-professional-8/,https://bhv.ru/wp-content/uploads/2019/12/1032_5-94157-860-1.jpg,"В основу книги положен учебный курс, разработанный авторами и успешно читаемый ими в СанктПетербургском государственном политехническом университете в течение пяти лет. Подробно изложены основные возможности новейшей версии популярного пакета Macromedia Flash Professional 8. Детально описаны интерфейс и инструментарий приложения, приведены эффективные приемы его практического применения, обсуждаются тонкости профессиональной работы. Рассмотрены действенные принципы создания и обработки графических объектов. Подробно освещены вопросы синтеза мультимедийных элементов: векторной и растровой графики, текста, видео и звука. Описана технология разработки анимации и различных подходов к ее реализации. Дано введение в язык сценариев ActionScript с разнообразными примерами его применения для разработки интерактивности и динамических эффектов. Книга позволит читателю уверенно овладеть как базовыми навыками, так и тонкостями профессиональной работы.",600,2006-01-01,БХВ,5-94157-860-1,"['Компьютеры и программы', 'Графика, фото, видео, звук', 'Adobe Flash']"
Великий переход от веры к знанию. Вечность. Свобода. Любовь. Секс,35,['Чекмарев Алексей Николаевич'],https://bhv.ru/product/velikij-perehod-ot-very-k-znaniyu-vechnost-svoboda-lyubov-seks/,https://bhv.ru/wp-content/uploads/2019/12/1022_5-94157-517-3.jpg,"Все люди мечтают о счастье. Почему же так мало счастливых людей? Может быть, все мы ищем счастья не там, где оно живет? Почему же так мало счастливых людей? Может быть, все мы ищем счастья не там, где оно живет?
Эту книгу написал очень счастливый человек, который понял главное. Нет страха смерти потому что есть Вечность. Нет никаких оков и пут потому что есть Свобода. Нет одиночества потому что есть Любовь. Все это дано любому человеку потому что это дано Богом, и дано для того, чтобы мы были счастливы. Только счастливый человек излучает свет и тепло, только счастливый человек способен сделать этот мир более прекрасным, чем он порой кажется. И оказывается, быть счастливым это действительно возможно, это реально, это достижимо! И книга, которую вы держите в руках, поможет вам в этом.",192,2006-01-01,БХВ,5-94157-517-3,"['Компьютеры и программы', 'Операционные системы', 'Windows Server']"
C и Borland C++ Builder для студента,143,['Пахомов Борис Исакович'],https://bhv.ru/product/c-i-borland-c-builder-dlya-studenta/,https://bhv.ru/wp-content/uploads/2019/12/981_5-94157-816-4.jpg,"Книга является руководством для студентов, начинающих изучать среду Borland C++ Builder и языки программирования C/C++. Рассмотрены основные элементы языков C/C++ и примеры создания простейших классов и программ. Изложены принципы визуального проектирования и событийного программирования. На конкретных примерах показаны основные возможности визуальной среды разработки C++ Builder, назначение базовых компонентов и процесс разработки различных типов Windows и интернет приложений, в том числе прило-жений с использованием технологий BDE и MIDAS.",448,2006-01-01,БХВ,5-94157-816-4,"['Компьютеры и программы', 'Программирование, языки, библиотеки', 'C++ Builder']"
Самоучитель 1С:Зарплата и Кадры 7.7. Повседневные операции. Советы опытного бухгалтера,135,"['Герасимова Любовь Григорьевна', 'Смоляк Римма Владимировна']",https://bhv.ru/product/samouchitel-1s-zarplata-i-kadry-7-7-povsednevnye-operatsii-sovety-opytnogo-buhgaltera/,https://bhv.ru/wp-content/uploads/2019/12/932_5-94157-767-2.jpg,"Книга предназначена для самостоятельного изучения основ работы в системе 1С:Предприятие (конфигурация 1С:Зарплата и Кадры 7.7 ПРОФ). Она ориентирована, прежде всего, на рядовых пользователей, но также может быть полезна и руководителям предприятий. Изложены первоначальные действия при вводе комплекса программ в эксплуатацию, а также последовательность повседневных операций по вводу необходимых документов для регулярного учета кадров и зарплаты. Даны основные принципы конфигурирования и необходимой настройки для предприятий, имеющих некоторые особенности расчета заработной платы. Поясняется логика теоретических основ, на которых построен программный комплекс. Подробно рассмотрены правила заполнения соответствующих документов и справочников. В приложении приведены таблицы со всеми используемыми в конфигурации справочниками, документами, журналами документов, отчетами с указанием путей доступа к ним. Материал поясняется на примерах и иллюстрируется необходимыми рисунками",336,2006-01-01,БХВ,5-94157-767-2,"['Компьютеры и программы', 'Бухгалтерские и правовые программы', '1С']"
Adobe Illustrator CS2,265,['Пономаренко Сергей Иванович'],https://bhv.ru/product/adobe-illustrator-cs2-2/,https://bhv.ru/wp-content/uploads/2019/12/929_5-94157-764-8.jpg,"Содержится полная информация обо всех функциональных возможностях редактора векторной графики Adobe Illustrator CS2. Подробно описаны пользова-тельский интерфейс, панели, диалоговые окна, а также работа со слоями, шрифтом и диаграммами. Рассматриваются процессы кадрирования, тоновой и цветовой коррекции, применения фильтров. Особое внимание уделено работе с выделенной областью, каналами, шрифтом, масками и векторными объектами. Дается описание трехмерных эффектов, поддержки шрифтового формата OpenType, программы трассировки Adobe Streamline, позволяющей выполнить переход от пиксель-ной графики к векторной.",800,2006-01-01,БХВ,5-94157-764-8,"['Компьютеры и программы', 'Графика, фото, видео, звук', 'Adobe Illustrator']"
